ID_User,Jumlah_Penghuni,Luas_Rumah_m2,Label_SKEM_AC,Punya_Water_Heater,Watt_AC,Watt_Kulkas,Jam_AC_Harian,Jam_TV_PC_Harian,Jam_Cuci_Harian,Jam_Lampu_Harian,Jam_WaterHeater_Harian,Frekuensi_Cuci_Mingguan,kWh_AC,kWh_Kulkas,kWh_TV_PC,kWh_MesinCuci,kWh_Lampu,kWh_WaterHeater,Estimasi_Sistem_kWh,Meteran_Riil_kWh,Selisih_Persen,IKE_kWh_per_m2,Label_IKE_SNI,Emisi_CO2_kg,Tarif_kWh_Rp,Biaya_Pemakaian_Rp,PPJ_Rp,Biaya_Beban_Rp,Total_Tagihan_Rp,Tagihan_per_Penghuni_Rp,Status_Anomali_RuleBased,Label_Ground_Truth,Skor_Efisiensi,Rekomendasi_Utama
USR-0264,3,50.3,Bintang_4,0,409,154,5.7,5.1,0.43,7.0,0.0,2,70.3,110.58,23.57,5.14,25.29,0.0,234.88,223.37,4.9,4.67,Sangat Hemat,204.34,1699.53,379621,11389,47500,438510,146170,Tidak,Normal,82.4,Pertahankan pola pemakaian
USR-0265,3,65.9,Bintang_1,0,890,155,7.8,2.6,0.21,5.6,0.0,1,207.98,111.66,11.4,2.57,20.08,0.0,353.69,349.91,1.07,5.37,Sangat Hemat,307.71,1699.53,594688,17841,47500,660029,220010,Tidak,Normal,73.5,Pertahankan pola pemakaian
USR-0266,5,46.5,Bintang_4,0,347,138,6.4,7.1,0.21,5.9,0.0,1,66.55,99.05,36.89,2.57,35.19,0.0,240.25,248.65,3.5,5.16,Sangat Hemat,209.02,1699.53,422596,12678,47500,482774,96555,Tidak,Normal,89.2,Pertahankan pola pemakaian
USR-0267,4,127.5,Bintang_1,0,824,134,8.7,2.2,0.64,6.0,0.0,3,216.19,96.45,10.13,7.71,28.72,0.0,359.21,355.99,0.9,2.82,Sangat Hemat,312.51,1699.53,605019,18151,47500,670670,167667,Tidak,Normal,79.8,Pertahankan pola pemakaian
USR-0268,5,43.6,Bintang_4,1,424,101,8.5,2.3,0.21,5.6,0.54,1,108.44,72.65,14.18,2.57,33.89,5.66,237.39,242.62,2.2,5.44,Sangat Hemat,206.53,1699.53,412336,12370,47500,472206,94441,Tidak,Normal,89.3,Pertahankan pola pemakaian
USR-0269,7,61.7,Tidak_Ada,0,0,145,0.0,1.6,0.64,6.2,0.0,3,0.0,104.72,4.87,7.71,52.38,0.0,169.69,172.94,1.92,2.75,Sangat Hemat,147.63,1699.53,293921,8818,47500,350239,50034,Tidak,Normal,94.6,Pertahankan pola pemakaian
USR-0270,3,75.4,Bintang_1,1,797,179,7.0,2.2,0.43,7.2,0.42,2,166.16,128.72,11.35,5.14,25.75,4.38,341.5,331.44,2.95,4.53,Sangat Hemat,297.11,1699.53,563298,16899,47500,627697,209232,Tidak,Normal,74.4,Pertahankan pola pemakaian
USR-0271,5,119.2,Bintang_4,0,438,132,8.2,1.0,0.64,4.9,0.0,3,108.21,95.18,4.5,7.71,29.15,0.0,244.75,243.51,0.5,2.05,Sangat Hemat,212.93,1699.53,413861,12416,47500,473776,94755,Tidak,Normal,89.0,Pertahankan pola pemakaian
USR-0272,2,43.6,Bintang_1,0,786,120,10.0,0.8,0.43,6.5,0.0,2,235.91,86.08,2.45,5.14,15.57,0.0,345.15,347.43,0.66,7.92,Sangat Hemat,300.28,1699.53,590475,17714,47500,655689,327844,Tidak,Normal,61.2,Pertahankan pola pemakaian
USR-0273,6,108.2,Bintang_4,0,378,159,6.1,4.0,0.86,6.2,0.0,4,69.14,114.27,10.43,10.29,44.44,0.0,248.57,350.49,41.0,2.3,Sangat Hemat,216.26,1699.53,595666,17870,47500,661036,110173,Ya,Anomal,90.7,Pertahankan pola pemakaian
USR-0274,5,72.3,Bintang_4,1,375,162,9.2,1.0,0.21,6.2,0.6,1,103.26,116.93,3.33,2.57,36.92,6.25,269.26,277.94,3.22,3.73,Sangat Hemat,234.26,1699.53,472368,14171,47500,534039,106808,Tidak,Normal,87.9,Pertahankan pola pemakaian
USR-0275,6,51.1,Tidak_Ada,1,0,138,0.0,3.5,0.64,6.9,0.43,3,0.0,99.56,19.38,7.71,49.48,4.54,180.68,185.37,2.6,3.54,Sangat Hemat,157.19,1699.53,315044,9451,47500,371996,61999,Tidak,Normal,93.2,Pertahankan pola pemakaian
USR-0276,3,84.6,Bintang_4,0,404,143,4.8,2.0,0.64,6.0,0.0,3,58.1,102.98,11.04,7.71,21.78,0.0,201.62,192.11,4.72,2.38,Sangat Hemat,175.41,1699.53,326493,9795,47500,383788,127929,Tidak,Normal,84.9,Pertahankan pola pemakaian
USR-0277,2,77.2,Bintang_4,0,384,155,7.3,4.8,0.86,6.5,0.0,4,84.46,111.8,20.94,10.29,15.55,0.0,243.04,247.18,1.71,3.15,Sangat Hemat,211.44,1699.53,420098,12603,47500,480201,240101,Tidak,Normal,72.7,Pertahankan pola pemakaian
USR-0278,1,58.4,Bintang_4,0,378,147,8.0,1.0,0.86,6.7,0.0,4,90.52,105.76,4.03,10.29,8.06,0.0,218.66,218.6,0.03,3.75,Sangat Hemat,190.23,1699.53,371520,11146,47500,430165,430165,Tidak,Normal,50.9,Pertahankan pola pemakaian
USR-0279,2,73.8,Bintang_1,0,850,170,11.0,3.9,0.86,5.5,0.0,4,281.52,122.4,14.52,10.29,13.19,0.0,441.91,445.18,0.74,5.99,Sangat Hemat,384.47,1699.53,756593,22698,47500,826791,413396,Tidak,Normal,50.4,Pertahankan pola pemakaian
USR-0280,3,62.9,Tidak_Ada,1,0,199,0.0,3.3,0.64,6.3,0.86,3,0.0,143.1,14.37,7.71,22.68,9.04,196.9,194.4,1.27,3.13,Sangat Hemat,171.3,1699.53,330381,9911,47500,387792,129264,Tidak,Normal,85.3,Pertahankan pola pemakaian
USR-0281,2,74.9,Tidak_Ada,1,0,116,0.0,3.4,0.86,5.7,0.65,4,0.0,83.39,13.76,10.29,13.8,6.82,128.05,130.79,2.14,1.71,Sangat Hemat,111.4,1699.53,222285,6669,47500,276454,138227,Tidak,Normal,85.6,Pertahankan pola pemakaian
USR-0282,7,90.8,Bintang_1,0,856,175,8.5,5.3,1.07,5.9,0.0,5,217.22,125.71,32.22,12.86,49.29,0.0,437.29,444.89,1.74,4.82,Sangat Hemat,380.44,1699.53,756106,22683,47500,826289,118041,Tidak,Normal,86.0,Pertahankan pola pemakaian
USR-0283,2,125.4,Tidak_Ada,0,0,152,0.0,2.8,0.64,5.7,0.0,3,0.0,109.52,9.6,7.71,13.63,0.0,140.46,141.58,0.79,1.12,Sangat Hemat,122.2,1699.53,240615,7218,47500,295333,147667,Tidak,Normal,84.2,Pertahankan pola pemakaian
USR-0284,4,46.7,Bintang_1,1,826,178,9.7,0.6,0.64,6.5,0.45,3,241.64,127.99,3.04,7.71,31.06,4.75,416.19,431.24,3.62,8.91,Sangat Hemat,362.09,1699.53,732909,21987,47500,802397,200599,Tidak,Normal,76.6,Pertahankan pola pemakaian
USR-0285,4,151.9,Bintang_1,0,833,164,9.4,3.6,0.43,6.1,0.0,2,234.77,118.43,21.64,5.14,29.19,0.0,409.18,392.89,3.98,2.69,Sangat Hemat,355.98,1699.53,667722,20032,47500,735254,183813,Tidak,Normal,77.0,Pertahankan pola pemakaian
USR-0286,1,36.4,Bintang_4,0,406,151,8.3,3.3,0.64,6.4,0.0,3,100.43,108.88,17.11,7.71,7.67,0.0,241.81,237.0,1.99,6.65,Sangat Hemat,210.38,1699.53,402790,12084,47500,462374,462374,Tidak,Normal,45.7,Pertahankan pola pemakaian
USR-0287,4,68.3,Bintang_1,1,859,165,7.1,2.3,0.86,6.0,0.33,4,183.26,118.94,8.19,10.29,28.72,3.48,352.88,352.71,0.05,5.17,Sangat Hemat,307.0,1699.53,599434,17983,47500,664917,166229,Tidak,Normal,80.2,Pertahankan pola pemakaian
USR-0288,6,88.5,Tidak_Ada,0,0,142,0.0,1.6,0.43,4.4,0.0,2,0.0,102.32,5.1,5.14,31.65,0.0,144.22,150.84,4.59,1.63,Sangat Hemat,125.47,1699.53,256351,7691,47500,311541,51924,Tidak,Normal,94.6,Pertahankan pola pemakaian
USR-0289,4,79.4,Bintang_1,0,820,135,7.5,2.2,1.5,6.0,0.0,7,185.4,96.85,10.39,18.0,28.95,0.0,339.6,325.06,4.28,4.27,Sangat Hemat,295.45,1699.53,552450,16574,47500,616524,154131,Tidak,Normal,80.9,Pertahankan pola pemakaian
USR-0290,7,57.9,Bintang_4,0,433,166,5.3,6.5,0.86,6.1,0.0,4,68.89,119.68,30.22,10.29,50.93,0.0,280.01,275.45,1.63,4.84,Sangat Hemat,243.61,1699.53,468129,14044,47500,529673,75668,Tidak,Normal,91.0,Pertahankan pola pemakaian
USR-0291,2,66.9,Tidak_Ada,0,0,133,0.0,1.6,0.43,6.2,0.0,2,0.0,95.84,8.78,5.14,14.98,0.0,124.75,130.06,4.26,1.86,Sangat Hemat,108.53,1699.53,221040,6631,47500,275171,137586,Tidak,Normal,86.0,Pertahankan pola pemakaian
USR-0292,4,60.6,Bintang_1,1,849,163,7.3,1.0,0.43,5.4,0.48,2,184.75,117.25,4.78,5.14,25.95,5.08,342.95,356.59,3.98,5.66,Sangat Hemat,298.36,1699.53,606043,18181,47500,671724,167931,Tidak,Normal,80.7,Pertahankan pola pemakaian
USR-0293,5,58.6,Tidak_Ada,0,0,151,0.0,1.1,0.21,4.8,0.0,1,0.0,108.44,4.58,2.57,28.83,0.0,144.42,149.69,3.65,2.47,Sangat Hemat,125.64,1699.53,254409,7632,47500,309541,61908,Tidak,Normal,93.5,Pertahankan pola pemakaian
USR-0294,5,96.9,Bintang_1,0,928,103,8.6,2.7,0.43,6.6,0.0,2,238.68,74.46,10.65,5.14,39.75,0.0,368.68,361.62,1.92,3.8,Sangat Hemat,320.75,1699.53,614583,18437,47500,680520,136104,Tidak,Normal,83.4,Pertahankan pola pemakaian
USR-0295,1,81.6,Bintang_1,0,838,139,11.7,7.4,0.64,5.7,0.0,3,294.04,99.73,24.63,7.71,6.87,0.0,432.98,448.0,3.47,5.31,Sangat Hemat,376.69,1699.53,761387,22842,47500,831728,831728,Tidak,Normal,2.8,Pertahankan pola pemakaian
USR-0296,5,56.5,Tidak_Ada,0,0,157,0.0,10.2,1.29,6.2,0.0,6,0.0,112.82,47.11,15.43,37.03,0.0,212.39,212.5,0.05,3.76,Sangat Hemat,184.78,1699.53,361156,10835,47500,419490,83898,Tidak,Normal,90.5,Pertahankan pola pemakaian
USR-0297,3,98.6,Bintang_4,0,385,142,6.7,4.0,1.07,5.7,0.0,5,77.4,102.15,12.99,12.86,20.59,0.0,225.99,228.7,1.2,2.29,Sangat Hemat,196.61,1699.53,388684,11661,47500,447844,149281,Tidak,Normal,83.1,Pertahankan pola pemakaian
USR-0298,4,80.2,Tidak_Ada,0,0,99,0.0,1.5,0.64,6.0,0.0,3,0.0,71.33,8.02,7.71,28.77,0.0,115.84,112.81,2.61,1.44,Sangat Hemat,100.78,1699.53,191727,5752,47500,244979,61245,Tidak,Normal,93.5,Pertahankan pola pemakaian
USR-0299,2,95.7,Bintang_4,1,424,176,5.6,1.6,0.43,5.6,0.79,2,71.39,127.02,8.09,5.14,13.32,8.31,233.28,238.1,2.07,2.44,Sangat Hemat,202.95,1699.53,404652,12140,47500,464292,232146,Tidak,Normal,73.8,Pertahankan pola pemakaian
USR-0300,5,89.8,Tidak_Ada,0,0,153,0.0,4.6,0.86,5.0,0.0,4,0.0,110.44,23.0,10.29,30.19,0.0,173.91,170.91,1.72,1.94,Sangat Hemat,151.3,1699.53,290475,8714,47500,346689,69338,Tidak,Normal,92.2,Pertahankan pola pemakaian
USR-0301,8,53.9,Bintang_4,0,449,159,7.7,6.0,0.43,6.5,0.0,2,104.09,114.39,20.01,5.14,62.15,0.0,305.77,301.0,1.56,5.68,Sangat Hemat,266.02,1699.53,511558,15347,47500,574405,71801,Tidak,Normal,91.4,Pertahankan pola pemakaian
USR-0302,4,59.2,Bintang_4,0,360,141,5.5,1.8,0.64,5.4,0.0,3,59.52,101.18,8.07,7.71,25.91,0.0,202.4,205.17,1.37,3.42,Sangat Hemat,176.09,1699.53,348692,10461,47500,406652,101663,Tidak,Normal,88.6,Pertahankan pola pemakaian
USR-0303,9,93.5,Tidak_Ada,0,0,161,0.0,6.4,0.86,6.2,0.0,4,0.0,115.65,26.51,10.29,66.57,0.0,219.02,213.33,2.6,2.34,Sangat Hemat,190.55,1699.53,362554,10877,47500,420930,46770,Tidak,Normal,94.5,Pertahankan pola pemakaian
USR-0304,3,89.1,Bintang_1,0,918,187,8.8,2.4,0.21,6.4,0.0,1,241.81,134.42,10.88,2.57,23.08,0.0,412.76,401.39,2.76,4.63,Sangat Hemat,359.1,1699.53,682170,20465,47500,750135,250045,Tidak,Normal,69.1,Pertahankan pola pemakaian
USR-0305,3,71.5,Bintang_1,0,928,135,9.3,4.2,1.93,5.4,0.0,9,260.02,97.41,20.76,23.14,19.49,0.0,420.83,596.97,41.86,5.89,Sangat Hemat,366.12,1699.53,1014576,30437,47500,1092513,364171,Ya,Anomal,68.5,Pertahankan pola pemakaian
USR-0306,1,75.0,Tidak_Ada,0,0,183,0.0,5.4,0.86,4.8,0.0,4,0.0,132.0,21.82,10.29,5.76,0.0,169.87,174.59,2.78,2.26,Sangat Hemat,147.79,1699.53,296725,8902,47500,353127,353127,Tidak,Normal,61.9,Pertahankan pola pemakaian
USR-0307,4,112.6,Bintang_4,0,427,158,7.1,1.1,0.64,8.4,0.0,3,91.38,113.74,4.55,7.71,40.45,0.0,257.83,250.73,2.75,2.29,Sangat Hemat,224.31,1699.53,426120,12784,47500,486403,121601,Tidak,Normal,85.5,Pertahankan pola pemakaian
USR-0308,4,58.5,Tidak_Ada,0,0,133,0.0,3.6,0.64,5.5,0.0,3,0.0,95.48,18.22,7.71,26.27,0.0,147.68,151.92,2.87,2.52,Sangat Hemat,128.48,1699.53,258197,7746,47500,313443,78361,Tidak,Normal,91.7,Pertahankan pola pemakaian
USR-0309,1,87.2,Bintang_4,0,376,194,7.4,6.4,0.43,6.6,0.0,2,83.61,139.86,22.31,5.14,7.95,0.0,258.88,354.49,36.93,2.97,Sangat Hemat,225.22,1699.53,602474,18074,47500,668049,668049,Ya,Anomal,41.9,Pertahankan pola pemakaian
USR-0310,3,67.1,Bintang_4,1,372,158,7.8,1.9,0.43,7.9,0.58,2,87.5,113.64,7.43,5.14,28.58,6.14,248.44,252.88,1.79,3.7,Sangat Hemat,216.14,1699.53,429784,12894,47500,490178,163393,Tidak,Normal,81.4,Pertahankan pola pemakaian
USR-0311,4,66.7,Bintang_1,0,805,164,7.6,1.4,0.86,6.8,0.0,4,183.98,117.74,6.5,10.29,32.59,0.0,351.1,350.21,0.25,5.26,Sangat Hemat,305.46,1699.53,595196,17856,47500,660552,165138,Tidak,Normal,80.3,Pertahankan pola pemakaian
USR-0312,7,105.8,Bintang_4,0,387,145,8.9,3.7,0.43,5.7,0.0,2,102.7,104.12,19.42,5.14,47.88,0.0,279.26,286.13,2.46,2.64,Sangat Hemat,242.96,1699.53,486284,14589,47500,548372,78339,Tidak,Normal,91.0,Pertahankan pola pemakaian
USR-0313,4,96.1,Bintang_1,0,866,134,6.0,2.9,0.43,5.9,0.0,2,155.74,96.53,10.68,5.14,28.48,0.0,296.57,282.15,4.86,3.09,Sangat Hemat,258.02,1699.53,479516,14385,47500,541401,135350,Tidak,Normal,83.3,Pertahankan pola pemakaian
USR-0314,3,95.7,Bintang_1,1,795,153,9.5,2.2,0.43,5.2,0.62,2,226.31,110.42,13.65,5.14,18.6,6.56,380.68,373.28,1.94,3.98,Sangat Hemat,331.19,1699.53,634403,19032,47500,700935,233645,Tidak,Normal,71.5,Pertahankan pola pemakaian
USR-0315,1,113.7,Bintang_4,0,406,182,8.6,2.7,0.64,6.9,0.0,3,105.26,130.77,8.92,7.71,8.26,0.0,260.92,265.59,1.79,2.29,Sangat Hemat,227.0,1699.53,451381,13541,47500,512423,512423,Tidak,Normal,41.4,Pertahankan pola pemakaian
USR-0316,5,72.5,Bintang_1,1,848,144,3.4,1.0,0.43,6.6,0.44,2,85.3,103.54,5.88,5.14,39.4,4.58,243.84,255.73,4.87,3.36,Sangat Hemat,212.14,1699.53,434615,13038,47500,495153,99031,Tidak,Normal,89.0,Pertahankan pola pemakaian
USR-0317,7,91.4,Bintang_4,0,384,149,6.2,3.5,0.64,5.5,0.0,3,71.41,107.61,19.33,7.71,46.08,0.0,252.15,239.6,4.97,2.76,Sangat Hemat,219.37,1699.53,407215,12216,47500,466931,66704,Tidak,Normal,91.9,Pertahankan pola pemakaian
USR-0318,4,64.6,Tidak_Ada,1,0,179,0.0,7.1,0.64,5.0,0.71,3,0.0,128.97,22.71,7.71,23.8,7.5,190.69,190.88,0.1,2.95,Sangat Hemat,165.9,1699.53,324403,9732,47500,381635,95409,Tidak,Normal,89.3,Pertahankan pola pemakaian
USR-0319,4,80.7,Bintang_4,0,423,144,4.7,1.8,0.64,4.7,0.0,3,59.01,103.68,5.37,7.71,22.46,0.0,198.22,206.62,4.24,2.46,Sangat Hemat,172.45,1699.53,351161,10535,47500,409196,102299,Tidak,Normal,88.9,Pertahankan pola pemakaian
USR-0320,1,68.8,Bintang_4,1,394,160,6.7,1.7,0.64,7.0,0.63,3,79.44,115.35,8.51,7.71,8.38,6.64,226.04,234.26,3.64,3.29,Sangat Hemat,196.66,1699.53,398131,11944,47500,457575,457575,Tidak,Normal,49.2,Pertahankan pola pemakaian
USR-0321,8,74.5,Tidak_Ada,1,0,168,0.0,3.0,0.86,6.1,0.5,4,0.0,120.63,12.54,10.29,58.76,5.29,207.51,197.61,4.77,2.79,Sangat Hemat,180.53,1699.53,335847,10075,47500,393423,49178,Tidak,Normal,94.2,Pertahankan pola pemakaian
USR-0322,4,88.7,Bintang_1,0,895,146,9.1,15.0,1.29,6.2,0.0,6,245.34,105.17,53.88,15.43,29.83,0.0,449.64,450.97,0.3,5.07,Sangat Hemat,391.19,1699.53,766443,22993,47500,836936,209234,Tidak,Normal,74.8,Pertahankan pola pemakaian
USR-0323,1,54.1,Tidak_Ada,1,0,156,0.0,5.3,0.43,5.2,0.69,2,0.0,112.46,32.24,5.14,6.21,7.26,163.32,155.22,4.96,3.02,Sangat Hemat,142.09,1699.53,263807,7914,47500,319221,319221,Tidak,Normal,63.3,Pertahankan pola pemakaian
USR-0324,1,149.8,Bintang_4,0,335,163,8.8,2.6,0.64,4.5,0.0,3,88.36,117.52,8.8,7.71,5.44,0.0,227.84,361.43,58.64,1.52,Sangat Hemat,198.22,1699.53,614260,18428,47500,680188,680188,Ya,Anomal,48.8,Pertahankan pola pemakaian
USR-0325,2,50.6,Bintang_4,0,438,142,6.4,2.8,1.07,7.0,0.0,5,84.32,102.23,10.71,12.86,16.71,0.0,226.82,222.48,1.91,4.48,Sangat Hemat,197.33,1699.53,378112,11343,47500,436956,218478,Tidak,Normal,74.5,Pertahankan pola pemakaian
USR-0326,4,47.1,Bintang_1,0,850,166,7.2,5.6,0.21,6.0,0.0,1,183.89,119.75,22.06,2.57,29.0,0.0,357.27,366.76,2.66,7.59,Sangat Hemat,310.83,1699.53,623319,18700,47500,689519,172380,Tidak,Normal,79.9,Pertahankan pola pemakaian
USR-0327,1,108.0,Tidak_Ada,1,0,139,0.0,1.6,0.86,6.9,0.72,4,0.0,100.12,3.12,10.29,8.29,7.55,129.37,135.12,4.45,1.2,Sangat Hemat,112.55,1699.53,229646,6889,47500,284035,284035,Tidak,Normal,70.9,Pertahankan pola pemakaian
USR-0328,7,95.0,Bintang_4,0,366,136,6.7,3.9,0.64,5.6,0.0,3,73.3,98.28,17.98,7.71,47.16,0.0,244.43,256.06,4.76,2.57,Sangat Hemat,212.65,1699.53,435187,13056,47500,495742,70820,Tidak,Normal,92.2,Pertahankan pola pemakaian
USR-0329,4,89.6,Tidak_Ada,0,0,119,0.0,1.4,1.29,5.8,0.0,6,0.0,86.01,5.12,15.43,27.66,0.0,134.22,139.51,3.94,1.5,Sangat Hemat,116.77,1699.53,237098,7113,47500,291711,72928,Tidak,Normal,92.5,Pertahankan pola pemakaian
USR-0330,7,89.7,Bintang_4,0,383,140,7.8,4.7,0.64,6.7,0.0,3,89.79,100.75,24.76,7.71,56.39,0.0,279.41,271.14,2.96,3.11,Sangat Hemat,243.09,1699.53,460813,13824,47500,522138,74591,Tidak,Normal,91.0,Pertahankan pola pemakaian
USR-0331,6,71.7,Bintang_4,0,458,134,6.6,2.3,0.21,6.7,0.0,1,90.15,96.26,12.18,2.57,48.47,0.0,249.63,242.01,3.05,3.48,Sangat Hemat,217.18,1699.53,411302,12339,47500,471141,78524,Tidak,Normal,90.7,Pertahankan pola pemakaian
USR-0332,5,52.6,Bintang_1,1,871,142,7.6,3.1,0.86,6.8,0.75,4,198.7,102.23,14.44,10.29,40.79,7.9,374.34,379.04,1.26,7.12,Sangat Hemat,325.67,1699.53,644197,19326,47500,711023,142205,Tidak,Normal,83.2,Pertahankan pola pemakaian
USR-0333,7,73.9,Bintang_1,0,852,162,11.5,2.2,0.64,5.7,0.0,3,294.01,116.81,10.34,7.71,47.92,0.0,476.8,478.9,0.44,6.45,Sangat Hemat,414.81,1699.53,813898,24417,47500,885815,126545,Tidak,Normal,84.7,Pertahankan pola pemakaian
USR-0334,6,56.8,Bintang_1,0,853,115,6.6,4.1,0.43,6.6,0.0,2,169.46,83.15,19.21,5.14,47.62,0.0,324.59,308.67,4.9,5.71,Sangat Hemat,282.39,1699.53,524595,15738,47500,587832,97972,Tidak,Normal,87.9,Pertahankan pola pemakaian
USR-0335,8,101.3,Tidak_Ada,0,0,111,0.0,2.4,0.86,7.1,0.0,4,0.0,79.56,9.47,10.29,68.25,0.0,167.57,242.33,44.61,1.65,Sangat Hemat,145.79,1699.53,411844,12355,47500,471700,58962,Ya,Anomal,95.3,Pertahankan pola pemakaian
USR-0336,4,68.4,Bintang_4,0,382,135,6.3,9.9,1.29,5.9,0.0,6,72.39,97.21,39.16,15.43,28.3,0.0,252.49,262.76,4.07,3.69,Sangat Hemat,219.67,1699.53,446570,13397,47500,507467,126867,Tidak,Normal,85.8,Pertahankan pola pemakaian
USR-0337,2,53.9,Bintang_1,0,908,159,12.5,6.4,0.64,5.5,0.0,3,340.7,114.64,36.24,7.71,13.17,0.0,512.46,532.88,3.98,9.5,Sangat Hemat,445.84,1699.53,905639,27169,47500,980308,490154,Tidak,Normal,42.5,Pertahankan pola pemakaian
USR-0338,8,64.3,Bintang_4,0,361,156,8.6,1.2,1.29,7.3,0.0,6,93.12,112.16,6.42,15.43,70.49,0.0,297.62,288.81,2.96,4.63,Sangat Hemat,258.93,1699.53,490834,14725,47500,553059,69132,Tidak,Normal,91.6,Pertahankan pola pemakaian
USR-0339,6,83.2,Tidak_Ada,0,0,135,0.0,3.0,1.07,5.3,0.0,5,0.0,96.98,14.29,12.86,38.49,0.0,162.62,160.7,1.18,1.95,Sangat Hemat,141.48,1699.53,273107,8193,47500,328800,54800,Tidak,Normal,93.9,Pertahankan pola pemakaian
USR-0340,2,59.1,Tidak_Ada,0,0,173,0.0,4.2,0.43,6.6,0.0,2,0.0,124.84,21.3,5.14,15.91,0.0,167.19,260.65,55.9,2.83,Sangat Hemat,145.45,1699.53,442990,13290,47500,503780,251890,Ya,Anomal,81.2,Pertahankan pola pemakaian
USR-0341,5,54.0,Tidak_Ada,0,0,137,0.0,2.1,0.86,5.9,0.0,4,0.0,98.52,9.18,10.29,35.65,0.0,153.63,159.05,3.53,2.85,Sangat Hemat,133.66,1699.53,270315,8109,47500,325924,65185,Tidak,Normal,93.1,Pertahankan pola pemakaian
USR-0342,4,78.4,Tidak_Ada,0,0,159,0.0,5.6,0.21,4.2,0.0,1,0.0,114.66,26.26,2.57,19.96,0.0,163.45,163.97,0.32,2.08,Sangat Hemat,142.2,1699.53,278672,8360,47500,334532,83633,Tidak,Normal,90.8,Pertahankan pola pemakaian
USR-0343,3,78.4,Tidak_Ada,0,0,143,0.0,5.2,0.86,7.1,0.0,4,0.0,102.78,26.4,10.29,25.66,0.0,165.12,172.85,4.68,2.1,Sangat Hemat,143.65,1699.53,293766,8813,47500,350079,116693,Tidak,Normal,87.6,Pertahankan pola pemakaian
USR-0344,4,60.3,Tidak_Ada,0,0,133,0.0,2.6,0.21,3.2,0.0,1,0.0,95.49,6.81,2.57,15.56,0.0,120.43,124.03,2.99,2.0,Sangat Hemat,104.77,1699.53,210797,6324,47500,264621,66155,Tidak,Normal,93.2,Pertahankan pola pemakaian
USR-0345,3,61.1,Bintang_1,1,841,138,11.2,4.9,0.43,4.0,0.43,2,282.03,99.29,26.03,5.14,14.46,4.54,431.49,451.04,4.53,7.07,Sangat Hemat,375.4,1699.53,766556,22997,47500,837052,279017,Tidak,Normal,67.7,Pertahankan pola pemakaian
USR-0346,3,78.1,Bintang_1,0,900,165,4.8,0.6,1.07,6.5,0.0,5,130.18,118.57,3.36,12.86,23.5,0.0,288.46,295.14,2.31,3.69,Sangat Hemat,250.96,1699.53,501602,15048,47500,564150,188050,Tidak,Normal,78.4,Pertahankan pola pemakaian
USR-0347,6,43.4,Bintang_4,0,405,157,10.2,6.1,0.21,6.5,0.0,1,124.35,113.2,23.31,2.57,46.99,0.0,310.42,322.14,3.78,7.16,Sangat Hemat,270.07,1699.53,547495,16425,47500,611420,101903,Tidak,Normal,88.4,Pertahankan pola pemakaian
USR-0348,3,44.0,Bintang_1,0,953,169,9.5,4.6,0.86,5.4,0.0,4,272.9,121.94,26.0,10.29,19.3,0.0,450.43,465.34,3.31,10.24,Sangat Hemat,391.87,1699.53,790860,23726,47500,862085,287362,Tidak,Normal,66.3,Pertahankan pola pemakaian
USR-0349,3,56.0,Bintang_4,1,378,157,6.7,1.4,0.21,6.1,0.31,1,76.54,113.2,3.54,2.57,22.13,3.26,221.25,215.81,2.46,3.95,Sangat Hemat,192.49,1699.53,366770,11003,47500,425273,141758,Tidak,Normal,83.4,Pertahankan pola pemakaian
USR-0350,3,66.8,Bintang_1,0,833,118,6.9,3.2,0.64,3.5,0.0,3,172.17,84.8,15.23,7.71,12.49,0.0,292.4,284.49,2.7,4.38,Sangat Hemat,254.39,1699.53,483503,14505,47500,545508,181836,Tidak,Normal,78.1,Pertahankan pola pemakaian
USR-0351,5,80.3,Bintang_1,0,837,192,11.9,0.8,0.43,6.7,0.0,2,297.55,138.45,3.66,5.14,40.24,0.0,485.04,502.71,3.64,6.04,Sangat Hemat,421.98,1699.53,854377,25631,47500,927508,185502,Tidak,Normal,78.2,Pertahankan pola pemakaian
USR-0352,3,120.7,Tidak_Ada,0,0,158,0.0,1.7,0.86,6.2,0.0,4,0.0,113.4,7.26,10.29,22.5,0.0,153.45,147.07,4.15,1.27,Sangat Hemat,133.5,1699.53,249954,7499,47500,304953,101651,Tidak,Normal,88.5,Pertahankan pola pemakaian
USR-0353,4,97.2,Bintang_1,0,915,160,10.4,5.2,0.64,6.0,0.0,3,286.0,115.41,23.7,7.71,28.58,0.0,461.41,660.36,43.12,4.75,Sangat Hemat,401.42,1699.53,1122296,33669,47500,1203465,300866,Ya,Anomal,74.1,Pertahankan pola pemakaian
USR-0354,3,68.1,Tidak_Ada,1,0,142,0.0,2.7,1.07,6.0,0.46,5,0.0,102.57,13.55,12.86,21.68,4.87,155.53,160.51,3.21,2.28,Sangat Hemat,135.31,1699.53,272799,8184,47500,328483,109494,Tidak,Normal,88.4,Pertahankan pola pemakaian
USR-0355,3,71.5,Bintang_1,0,848,172,7.6,2.6,1.29,6.5,0.0,6,194.31,124.03,7.5,15.43,23.38,0.0,364.65,376.07,3.13,5.1,Sangat Hemat,317.24,1699.53,639138,19174,47500,705812,235271,Tidak,Normal,72.7,Pertahankan pola pemakaian
